0.00125126,0.0125204
0.563585,8.29162
0.193304,2.14809
0.808741,16.5412
0.585009,8.79499
0.479873,6.53682
0.350291,4.31231
0.895962,22.63
0.82284,17.307
0.746605,13.7281
0.174108,1.91291
0.858943,19.5859
0.710501,12.396
0.513535,7.2059
0.303995,3.62398
0.0149846,0.15098
0.0914029,0.958536
0.364452,4.53268
0.147313,1.59363
0.165899,1.814
0.988525,44.6759
0.445692,5.90035
0.119083,1.26792
0.00466933,0.0468027
0.0089114,0.0895135
0.37788,4.74623
0.531663,7.58567
0.571184,8.46728
0.601764,9.2071
0.607166,9.34368
0.166234,1.81803
0.663045,10.8781
0.450789,5.99272
0.352123,4.34054
0.0570391,0.587305
0.607685,9.35689
0.783319,15.2933
0.802606,16.2255
0.519883,7.33725
0.30195,3.59465
0.875973,20.8725
0.726676,12.971
0.955901,31.2131
0.925718,25.9989
0.539354,7.75125
0.142338,1.53546
0.462081,6.20047
0.235328,2.68309
0.862239,19.8224
0.209601,2.35218
0.779656,15.1257
0.843654,18.5568
0.996796,57.4322
0.999695,80.9459
0.611499,9.4546
0.392438,4.983
0.266213,3.09536
0.297281,3.52798
0.840144,18.3348
0.0237434,0.240298
0.375866,4.7139
0.0926237,0.97198
0.677206,11.3074
0.0562151,0.57857
0.00878933,0.0882818
0.91879,25.1072
0.275887,3.22808
0.272897,3.18686
0.587909,8.8651
0.691183,11.7501
0.837611,18.1776
0.726493,12.9643
0.484939,6.6347
0.205359,2.29865
0.743736,13.6155
0.468459,6.31975
0.457961,6.12417
0.949156,29.79
0.744438,13.6429
0.10828,1.14603
0.599048,9.13913
0.385235,4.86515
0.735008,13.2805
0.608966,9.38962
0.572405,8.49579
0.361339,4.48382
0.151555,1.6435
0.225105,2.55027
0.425153,5.53652
0.802881,16.2395
0.517106,7.27957
0.98999,46.0416
0.751549,13.9251
0.345561,4.23977
0.168981,1.85103
0.657308,10.7092
0.491897,6.77072
0.0635395,0.65648
0.699759,12.0317
0.504807,7.02807
0.147496,1.59577
0.949583,29.8744
0.141575,1.52656
0.905118,23.5512
0.692892,11.8056
0.303049,3.6104
0.426557,5.56097
0.0703757,0.729747
0.966613,33.9958
0.683187,11.4944
0.153233,1.6633
0.877255,20.9764
0.82168,17.2418
0.582049,8.72391
0.191351,2.1239
0.177892,1.95884
0.817194,16.9933
0.475265,6.44861
0.155553,1.69073
0.503922,7.01021
0.732017,13.1683
